Region,City,AreaName,BlockNo.,LotNo.,Classification,DealDate,DealNo.,AreaInSquareMeters,PricePerSquareMeters,DealPrice
منطقة الرياض,المزاحميه,حي/حمد السيف,مخطط/أخرى, قطعة 17,تجاري,7/1/2019,8621716,5037.5,57.143,287858
منطقة الرياض,المزاحميه,حي/حمد السيف,مخطط/أخرى, قطعة 19,تجاري,7/1/2019,8621816,5501.88,57.143,314394
منطقة الرياض,المزاحميه,حي/نساح,مخطط/81, قطعة 44,تجاري,7/29/2019,8746847,50000,11,550000
منطقة الرياض,الهدار,حي/أخرى,مخطط/أخرى, قطعة 2,تجاري,7/4/2019,8641315,2000000,0.05,100000
منطقة الرياض,الهدار,حي/أخرى,مخطط/أخرى, قطعة 2,تجاري,7/9/2019,8662363,1800000,0.0444,80000
منطقة الرياض,الهدار,حي/أخرى,مخطط/أخرى, قطعة 2,تجاري,7/9/2019,8663654,1800000,0.0555,100000
منطقة الرياض,ثادق,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,7/4/2019,8643206,74850,20.04,1500000
منطقة الرياض,ثادق,حي/أخرى,مخطط/أخرى, قطعة 3,تجاري,7/22/2019,8715948,50000,0.4,20000
منطقة الرياض,ثادق,حي/أخرى,مخطط/أخرى, قطعة 8,تجاري,7/21/2019,8716207,50000,0.4,20000
منطقة الرياض,"حريملاء",حي/دقله,مخطط/9461, قطعة 180,تجاري,7/18/2019,8704732,75775,85.6803,6492425
منطقة الرياض,"حريملاء",حي/دقله,مخطط/9461, قطعة 182,تجاري,7/25/2019,8740705,50000,47,2350000
منطقة الرياض,"حريملاء",حي/دقله,مخطط/9461, قطعة 184,تجاري,7/25/2019,8740385,50000,43,2150000
منطقة الرياض,"حريملاء",حي/ملهم,مخطط/867, قطعة 12,تجاري,7/24/2019,8737245,50000,38,1900000
منطقة الرياض,حوطة بني تميم,حي/جنوب,مخطط/أخرى, قطعة 8,تجاري,7/11/2019,8660444,50000,1.4,70000
منطقة الرياض,حوطة سدير,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,7/30/2019,8761601,51500,6.3106,325000
منطقة الرياض,"شقراء",حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,7/17/2019,8696626,62525,1.5993,100000
منطقة الرياض,"شقراء",حي/أخرى,مخطط/أخرى, قطعة 15,تجاري,7/14/2019,8676408,500000,0.7315,365750
منطقة الرياض,"شقراء",حي/أخرى,مخطط/أخرى, قطعة 16,تجاري,7/14/2019,8676327,500000,0.7315,365750
منطقة الرياض,"شقراء",حي/أخرى,مخطط/أخرى, قطعة 6,تجاري,7/25/2019,8741198,45000,7.7777,350000
منطقة الرياض,"شقراء",حي/أخرى,مخطط/أخرى, قطعة 70,تجاري,7/7/2019,8645600,52000,1.1538,60000
منطقة الرياض,عفيف,حي/أخرى,مخطط/أخرى, قطعة 49,تجاري,7/22/2019,8719844,50000,0.5,25000
منطقة الرياض,وادي الدواسر,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,7/2/2019,8628553,331200,0.3019,100000
منطقة الرياض,وادي الدواسر,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,7/2/2019,8633000,331200,0.3019,100000
منطقة مكة المكرمة,الطائف,حي/الشفا,مخطط/أخرى, قطعة بدون,تجاري,7/21/2019,8712333,451.79,332.0126,150000
منطقة مكة المكرمة,جده,حي/أم حبلين,مخطط/أخرى, قطعة بدون,تجاري,7/14/2019,8677645,19689,304.7386,6000000
منطقة المدينة المنورة,المدينة المنورة,حي/المبعوث,مخطط/أخرى, قطعة بدون,تجاري,7/7/2019,8614265,102.23,4599.9966,470248
منطقة المدينة المنورة,المدينة المنورة,حي/المليليح,مخطط/425 فى 17/ 11/ 1409, قطعة 1,تجاري,7/1/2019,8623698,79645,6.2778,500000
منطقة المدينة المنورة,المدينة المنورة,حي/بدون منطقة المزين,مخطط/359, قطعة 1,تجاري,7/10/2019,8668258,51861.51,35,1815153
منطقة المدينة المنورة,المدينة المنورة,حي/بدون منطقة المزين,مخطط/359, قطعة 2,تجاري,7/10/2019,8668146,66821.83,35,2338765
منطقة المدينة المنورة,المدينة المنورة,"حي/سيح البيضاء",مخطط/ص, قطعة 31,تجاري,7/30/2019,8763586,30000,28.3333,850000
منطقة المدينة المنورة,المدينة المنورة,حي/شرق بواط بالمليليح,مخطط/297 فى 9/ 7/ 1405, قطعة 1,تجاري,7/23/2019,8727183,67586,8.8775,600000
منطقة المدينة المنورة,خيبر,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,7/25/2019,8743238,65250,2.2988,150000
منطقة المدينة المنورة,خيبر,حي/أخرى,مخطط/أخرى, قطعة 37,تجاري,7/10/2019,8667240,52812,1.7988,95000
منطقة القصيم,الاسياح,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,7/11/2019,8672503,58300,0.343,20000
منطقة القصيم,الاسياح,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,7/24/2019,8732700,100000,0.15,15000
منطقة القصيم,الاسياح,حي/أخرى,مخطط/أخرى, قطعة 2,تجاري,7/11/2019,8672579,58300,0.343,20000
منطقة القصيم,الاسياح,حي/أخرى,مخطط/أخرى, قطعة 2,تجاري,7/24/2019,8732432,100000,0.15,15000
منطقة القصيم,الاسياح,حي/أخرى,مخطط/أخرى, قطعة 3,تجاري,7/11/2019,8672649,58300,0.343,20000
منطقة القصيم,الاسياح,حي/أخرى,مخطط/أخرى, قطعة 4,تجاري,7/11/2019,8672695,58300,0.343,20000
منطقة القصيم,الاسياح,حي/أخرى,مخطط/أخرى, قطعة 5,تجاري,7/11/2019,8672777,58300,0.343,20000
منطقة القصيم,الاسياح,حي/أخرى,مخطط/أخرى, قطعة 50,تجاري,7/3/2019,8636618,100000,1.2,120000
منطقة القصيم,الاسياح,حي/أخرى,مخطط/أخرى, قطعة 6,تجاري,7/11/2019,8673041,58300,0.343,20000
منطقة القصيم,البكيريه,حي/أمهات الذيابة,مخطط/أخرى, قطعة بدون,تجاري,7/25/2019,8699752,224869,0.4447,100000
منطقة القصيم,البكيريه,حي/شرق الضلفعة,مخطط/أخرى, قطعة 1,تجاري,7/25/2019,8739709,73700,0.407,30000
منطقة القصيم,البكيريه,حي/شرق الضلفعة,مخطط/أخرى, قطعة بدون,تجاري,7/25/2019,8739775,204832.33,0.1464,30000
منطقة القصيم,الرس,حي/العقيلة,مخطط/العويد, قطعة 55,تجاري,7/23/2019,8725491,10000,30,300000
منطقة القصيم,القواره,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,7/1/2019,8625898,60900,0.1642,10000
منطقة القصيم,القواره,حي/أخرى,مخطط/أخرى, قطعة 13,تجاري,7/29/2019,8752517,53000,0.849,45000
منطقة القصيم,القواره,حي/أخرى,مخطط/أخرى, قطعة 13,تجاري,7/30/2019,8760770,53000,0.1886,10000
منطقة القصيم,القواره,حي/أخرى,مخطط/أخرى, قطعة 3,تجاري,7/1/2019,8625757,75900,0.1317,10000
منطقة القصيم,القواره,حي/الطراق,مخطط/429, قطعة 1,تجاري,7/25/2019,8742433,55650,0.8984,50000
منطقة القصيم,القواره,حي/جنوب القوارة,مخطط/1553, قطعة 1,تجاري,7/1/2019,8625860,240000,0.0416,10000
منطقة القصيم,القواره,حي/شمال القوارة,مخطط/1203, قطعة 3و4,تجاري,7/16/2019,8693533,120000,0.1666,20000
منطقة القصيم,القواره,حي/شمال غرب القوارة,مخطط/647, قطعة 2,تجاري,7/4/2019,8642834,60000,1.6666,100000
منطقة القصيم,المذنب,حي/أخرى,مخطط/أخرى, قطعة 10,تجاري,7/9/2019,8659661,6535.7,7.6502,50000
منطقة القصيم,المذنب,حي/أخرى,مخطط/أخرى, قطعة 12,تجاري,7/9/2019,8659737,6535.7,7.6502,50000
منطقة القصيم,بريده,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,7/2/2019,8632742,91500,0.8743,80000
منطقة القصيم,بريده,حي/غرب الغماس,مخطط/أخرى, قطعة بدون,تجاري,7/14/2019,8678998,68150,7.3367,500000
منطقة القصيم,عيون الجوى,"حي/المليداء",مخطط/136, قطعة 77,تجاري,7/25/2019,8740654,50000,2,100000
منطقة القصيم,عيون الجوى,"حي/المليداء",مخطط/136, قطعة 78,تجاري,7/25/2019,8740521,50000,2,100000
منطقة القصيم,عيون الجوى,"حي/المليداء",مخطط/136, قطعة 79,تجاري,7/25/2019,8740289,50000,2,100000
منطقة القصيم,قبه,حي/أخرى,مخطط/أخرى, قطعة 2,تجاري,7/23/2019,8728475,2000000,0.045,90000
المنطقة الشرقية,ابقيق,حي/صلاصل,مخطط/4791/ ج/ 2, قطعة 21/2,تجاري,7/24/2019,8735111,50004.5,24.9977,1250000
المنطقة الشرقية,"الاحساء",حي/أخرى,مخطط/أخرى, قطعة 2,تجاري,7/21/2019,8710256,2000000,2.7,5400000
المنطقة الشرقية,"الاحساء",حي/أخرى,مخطط/أخرى, قطعة بدون,تجاري,7/23/2019,8727776,1066,46.9043,50000
المنطقة الشرقية,"الاحساء",حي/أخرى,مخطط/أخرى, قطعة بدون,تجاري,7/25/2019,8741597,668.94,224.2353,150000
المنطقة الشرقية,"الاحساء",حي/أخرى,مخطط/أخرى, قطعة بدون,تجاري,7/25/2019,8741914,621.28,241.437,150000
المنطقة الشرقية,"الاحساء",حي/أخرى,مخطط/أخرى, قطعة بدون,تجاري,7/30/2019,8759555,10933.08,223.6332,2445000
المنطقة الشرقية,الجبيل,حي/أخرى,مخطط/أخرى, قطعة 25/1,تجاري,7/30/2019,8763065,50000,3,150000
المنطقة الشرقية,الدمام,حي/أخرى,مخطط/أخرى, قطعة 3,تجاري,7/24/2019,8733308,52000,1.7307,90000
المنطقة الشرقية,الصرار,حي/أخرى,مخطط/أخرى, قطعة 15,تجاري,7/23/2019,8487271,2000000,0.2,400000
المنطقة الشرقية,العيون,حي/العقير,مخطط/أخرى, قطعة 184,تجاري,7/31/2019,8767969,200000,3.675,735000
المنطقة الشرقية,العيون,حي/العيون,مخطط/أخرى, قطعة بدون,تجاري,7/9/2019,8659284,200000,1,200000
المنطقة الشرقية,مليجه,حي/شمال مليجه,مخطط/أخرى, قطعة 124,تجاري,7/23/2019,8729250,28800,6.9444,200000
المنطقة الشرقية,مليجه,حي/شمال مليجه,مخطط/أخرى, قطعة 6,تجاري,7/30/2019,8763853,31690,7.384,234000
منطقة عسير,المضه,حي/أخرى,مخطط/أخرى, قطعة 211,تجاري,7/16/2019,8667920,17800,2.2471,40000
منطقة عسير,بيشه,حي/أخرى,مخطط/أخرى, قطعة 2,تجاري,7/18/2019,8703356,30175,2.9826,90000
منطقة عسير,بيشه,حي/أخرى,مخطط/أخرى, قطعة 246,تجاري,7/23/2019,8725960,25000,4,100000
منطقة عسير,بيشه,حي/أخرى,مخطط/أخرى, قطعة 279,تجاري,7/15/2019,8687729,25000,1.6,40000
منطقة عسير,بيشه,حي/أخرى,مخطط/أخرى, قطعة 359,تجاري,7/4/2019,8612485,25000,3.2,80000
منطقة عسير,بيشه,حي/أخرى,مخطط/أخرى, قطعة 386,تجاري,7/15/2019,8683917,25000,3.8,95000
منطقة عسير,بيشه,حي/أخرى,مخطط/أخرى, قطعة بدون,تجاري,7/15/2019,8686347,12220.75,8.1828,100000
منطقة عسير,بيشه,حي/عطف الجبره,مخطط/أخرى, قطعة بدون,تجاري,7/17/2019,8698913,22210.95,4.2771,95000
منطقة عسير,وادي بني هشبل,حي/أخرى,مخطط/أخرى, قطعة 125,تجاري,7/8/2019,8653631,15000,1.6666,25000
منطقة عسير,وادي بني هشبل,حي/أخرى,مخطط/أخرى, قطعة 150,تجاري,7/1/2019,8625931,10000,5,50000
منطقة عسير,وادي بني هشبل,حي/أخرى,مخطط/أخرى, قطعة 271,تجاري,7/28/2019,8712662,10000,4,40000
منطقة تبوك,تبوك,حي/أخرى,مخطط/20, قطعة 1466,تجاري,7/9/2019,8660610,50000,2,100000
منطقة تبوك,تبوك,حي/أخرى,مخطط/7, قطعة 1296,تجاري,7/31/2019,8771835,50000,15.7,785000
منطقة تبوك,تبوك,حي/أخرى,مخطط/7, قطعة 1297,تجاري,7/31/2019,8771782,50000,19,950000
منطقة تبوك,تبوك,حي/أخرى,مخطط/7, قطعة 1695,تجاري,7/31/2019,8763722,50000,0.2,10000
منطقة تبوك,تبوك,حي/أخرى,مخطط/7,عدد العقارات 2-أول قطعة1683,تجاري,7/31/2019,8765102,100000,0.1,10000
منطقة تبوك,تبوك,حي/أخرى,مخطط/828, قطعة 11,تجاري,7/29/2019,8755879,50000,9,450000
منطقة تبوك,"تيماء",حي/أخرى,مخطط/106 بتاريخ 16 / 3 / 1405هـ, قطعة 2د,تجاري,7/7/2019,8649250,50000,1.8,90000
منطقة تبوك,"تيماء",حي/أخرى,مخطط/106 بتاريخ 16 / 3 / 1405هـ, قطعة 4,تجاري,7/24/2019,8735569,50000,2,100000
منطقة تبوك,"تيماء",حي/أخرى,مخطط/106 بتاريخ 16 / 3 / 1405هـ, قطعة 5,تجاري,7/7/2019,8648601,50000,6,300000
منطقة تبوك,"تيماء",حي/أخرى,مخطط/194 تاريخ 9/ 9 /1412هـ, قطعة 4,تجاري,7/30/2019,8765272,56250,5.3333,300000
منطقة تبوك,"تيماء",حي/أخرى,مخطط/42 فى 27 / 8/ 1399هـ, قطعة 16,تجاري,7/1/2019,8621118,55000,0.909,50000
منطقة حائل,الاجفر,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,7/28/2019,8678595,450000,0.2222,100000
منطقة حائل,الاجفر,حي/أخرى,مخطط/أخرى, قطعة 231,تجاري,7/7/2019,8647664,200000,0.45,90000
منطقة حائل,الاجفر,حي/أخرى,مخطط/أخرى, قطعة 232,تجاري,7/7/2019,8647938,192000,0.4687,90000
منطقة حائل,الاجفر,حي/شرى,مخطط/أخرى, قطعة بدون,تجاري,7/7/2019,8650981,400000,0.875,350000
منطقة حائل,الشملى,حي/أخرى,مخطط/أخرى, قطعة 12,تجاري,7/21/2019,8709726,50000,4,200000
منطقة حائل,الشملى,حي/أخرى,مخطط/أخرى, قطعة 14,تجاري,7/21/2019,8709600,50000,3.4,170000
منطقة حائل,الشملى,حي/أخرى,مخطط/أخرى, قطعة 16/17,تجاري,7/1/2019,8626533,100000,0.7,70000
منطقة حائل,الشملى,حي/أخرى,مخطط/أخرى, قطعة 32,تجاري,7/1/2019,8623476,57500,0.1739,10000
منطقة حائل,الشنان,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,7/2/2019,8632072,100545,1.9891,200000
منطقة حائل,الشنان,حي/أخرى,مخطط/أخرى, قطعة 14/15,تجاري,7/2/2019,8626820,100000,0.4,40000
منطقة حائل,الشنان,حي/أخرى,مخطط/أخرى, قطعة 15,تجاري,7/2/2019,8631759,200000,0.49,98000
منطقة حائل,الشنان,حي/أخرى,مخطط/أخرى, قطعة 2,تجاري,7/22/2019,8722062,90600,0.4415,40000
منطقة حائل,الشنان,حي/أخرى,مخطط/أخرى, قطعة 282/283,تجاري,7/31/2019,8770761,100000,0.3,30000
منطقة حائل,الشنان,حي/أخرى,مخطط/أخرى, قطعة 287/286,تجاري,7/10/2019,8660926,100000,2.5,250000
منطقة حائل,الشنان,حي/أخرى,مخطط/أخرى, قطعة 48/66,تجاري,7/2/2019,8629941,100000,0.3,30000
منطقة حائل,الشنان,حي/أخرى,مخطط/أخرى, قطعة 5/7,تجاري,7/15/2019,8686654,142000,0.6971,99000
منطقة حائل,الشنان,حي/أخرى,مخطط/أخرى, قطعة 663/664,تجاري,7/14/2019,8650532,100000,0.95,95000
منطقة حائل,الشنان,حي/أخرى,مخطط/أخرى, قطعة 703/704,تجاري,7/17/2019,8700272,100000,0.9,90000
منطقة حائل,الشنان,حي/أخرى,مخطط/أخرى, قطعة 81/82,تجاري,7/22/2019,8721999,100000,0.55,55000
منطقة حائل,الشنان,حي/أخرى,مخطط/أخرى, قطعة 83/84,تجاري,7/22/2019,8722129,100000,0.3,30000
منطقة حائل,الشنان,حي/الشغوه,مخطط/86, قطعة 9394,تجاري,7/1/2019,8626649,100000,4.8,480000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/325, قطعة 30,تجاري,7/22/2019,8693684,175000,0.2857,50000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/4049, قطعة 1,تجاري,7/2/2019,8632621,500000,0.18,90000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/4049, قطعة 2,تجاري,7/2/2019,8632884,500000,0.18,90000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/851المعدل, قطعة 46,تجاري,7/23/2019,8728918,100000,0.25,25000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,7/3/2019,8634918,160847,0.6217,100000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,7/3/2019,8636096,660000,0.0606,40000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,7/11/2019,8673771,510000,0.196,100000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,7/21/2019,8714528,562621,0.0888,50000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,7/24/2019,8733252,223560,0.1565,35000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,7/28/2019,8733349,1251000,0.6394,800000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/أخرى, قطعة 15,تجاري,7/24/2019,8718423,493000,1.217,600000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/أخرى, قطعة 2,تجاري,7/18/2019,8707227,347476,0.2877,100000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/أخرى, قطعة 26,تجاري,7/8/2019,8654846,64370,0.3107,20000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/أخرى, قطعة 3,تجاري,7/23/2019,8729052,71750,2.0905,150000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/أخرى, قطعة 6,تجاري,7/14/2019,8678793,80000,0.5625,45000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/أخرى, قطعة 7,تجاري,7/28/2019,8748800,70000,0.1428,10000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/أخرى,عدد العقارات 2-أول قطعة13,تجاري,7/23/2019,8728995,100000,1.5,150000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/أخرى,عدد العقارات 2-أول قطعة14,تجاري,7/15/2019,8686138,105000,0.219,23000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/أخرى,عدد العقارات 2-أول قطعة15,تجاري,7/23/2019,8729032,100000,1.5,150000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/أخرى,عدد العقارات 2-أول قطعة31,تجاري,7/11/2019,8674448,105000,0.9523,100000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/أخرى,عدد العقارات 2-أول قطعة6,تجاري,7/4/2019,8643589,113300,0.8826,100000
منطقة حائل,"بقعاء",حي/أخرى,مخطط/أخرى,عدد العقارات 2-أول قطعة90,تجاري,7/30/2019,8761241,100000,1,100000
منطقة حائل,"بقعاء",حي/الجديدة,مخطط/123,عدد العقارات 2-أول قطعة229,تجاري,7/14/2019,8679264,100000,0.8,80000
منطقة حائل,"بقعاء",حي/الجديدة,مخطط/123,عدد العقارات 2-أول قطعة230,تجاري,7/14/2019,8679255,100000,0.8,80000
منطقة حائل,"بقعاء",حي/الرخيصية,مخطط/1, قطعة 3,تجاري,7/3/2019,8636275,96200,2.8586,275000
منطقة حائل,"بقعاء",حي/الرخيصية,مخطط/818, قطعة 2,تجاري,7/3/2019,8635140,122375,0.8171,100000
منطقة حائل,"بقعاء",حي/الفويلق,مخطط/91,عدد العقارات 2-أول قطعة168,تجاري,7/7/2019,8646093,100000,1,100000
منطقة حائل,"بقعاء","حي/بقعاء",مخطط/389,عدد العقارات 2-أول قطعة2,تجاري,7/8/2019,8654837,121487,0.6585,80000
منطقة حائل,جبه,حي/أخرى,مخطط/أخرى, قطعة 143,تجاري,7/1/2019,8625662,50000,0.5,25000
منطقة حائل,حائل,حي/أخرى,مخطط/172, قطعة 13,تجاري,7/2/2019,8632602,10313,70.7844,730000
منطقة حائل,حائل,حي/أخرى,مخطط/191, قطعة 8,تجاري,7/8/2019,8641798,10080,119.948,1209076
منطقة حائل,حائل,حي/أخرى,مخطط/192, قطعة 23,تجاري,7/23/2019,8727444,10968,9.1174,100000
منطقة حائل,حائل,حي/أخرى,مخطط/2/ 17/ 3/ 124, قطعة 55,تجاري,7/31/2019,8768426,10000,23,230000
منطقة حائل,حائل,حي/أخرى,مخطط/224, قطعة 11,تجاري,7/9/2019,8663698,10000,20,200000
منطقة حائل,حائل,حي/أخرى,مخطط/224, قطعة 121,تجاري,7/31/2019,8770774,13679.33,3.4723,47500
منطقة حائل,حائل,حي/أخرى,مخطط/224, قطعة 127,تجاري,7/31/2019,8770735,13088.67,3.629,47500
منطقة حائل,حائل,حي/أخرى,مخطط/224, قطعة 96,تجاري,7/11/2019,8674046,12214,8.1873,100000
منطقة حائل,حائل,حي/أخرى,مخطط/228, قطعة 16,تجاري,7/1/2019,8625117,10000,15,150000
منطقة حائل,حائل,حي/أخرى,مخطط/25, قطعة 14,تجاري,7/31/2019,8771942,50040,13.9888,700000
منطقة حائل,حائل,حي/أخرى,مخطط/62, قطعة 2,تجاري,7/18/2019,8699572,13124,22.8588,300000
منطقة حائل,حائل,حي/أخرى,مخطط/83, قطعة 3,تجاري,7/18/2019,8707255,11562.05,51.8939,600000
منطقة حائل,حائل,حي/أخرى,مخطط/924, قطعة 1,تجاري,7/31/2019,8768619,80000,1.5,120000
منطقة حائل,حائل,حي/الصبيحه,مخطط/18, قطعة 5,تجاري,7/8/2019,8653049,50000,1,50000
منطقة حائل,حائل,حي/الصبيحية,مخطط/أخرى, قطعة بدون,تجاري,7/2/2019,8624391,29096,3.0932,90000
منطقة حائل,حائل,حي/الصبيحيه,مخطط/161, قطعة 12,تجاري,7/11/2019,8672822,13908.01,7.1901,100000
منطقة الحدود الشمالية,"رفحاء",حي/أخرى,مخطط/أخرى, قطعة 7,تجاري,7/1/2019,8621780,50000,1.996,99800
منطقة جازان,المضايا,حي/الوحلة,مخطط/أخرى, قطعة بدون,تجاري,7/3/2019,8633132,8208.02,18.2748,150000
منطقة جازان,المضايا,حي/الوحلة,مخطط/أخرى, قطعة بدون,تجاري,7/3/2019,8633225,7438.31,20.1658,150000
منطقة جازان,بيش,حي/شمال بيش,مخطط/أخرى, قطعة بدون,تجاري,7/14/2019,8678885,312,320.5128,100000
منطقة نجران,نجران,حي/أخرى,مخطط/29/ 30/ 1/ 1406, قطعة 216,تجاري,7/22/2019,8719359,50000,52,2600000
منطقة نجران,نجران,حي/شرق الحصينية,مخطط/أخرى, قطعة بدون,تجاري,7/10/2019,8666774,689943,0.1376,95000
منطقة نجران,نجران,حي/شمال قريه المنجم,مخطط/5, قطعة 19,تجاري,7/7/2019,8644973,16494.17,5.7596,95000
منطقة الجوف,دومة الجندل,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,7/10/2019,8661249,200000,2.5,500000
منطقة الجوف,سكاكا,حي/أخرى,مخطط/أخرى, قطعة 1,تجاري,7/18/2019,8705954,38180,47.1451,1800000
منطقة الجوف,سكاكا,حي/أخرى,مخطط/أخرى, قطعة 11,تجاري,7/24/2019,8735972,52500,2.8571,150000
منطقة الجوف,سكاكا,حي/أخرى,مخطط/أخرى, قطعة 12,تجاري,7/24/2019,8736008,52500,2.8571,150000
منطقة الجوف,سكاكا,حي/أخرى,مخطط/أخرى, قطعة 16,تجاري,7/16/2019,8694358,50000,1,50000
منطقة الجوف,سكاكا,حي/أخرى,مخطط/أخرى, قطعة 5,تجاري,7/10/2019,8666389,52200,5.2681,275000
منطقة الجوف,طبرجل,"حي/بسيطاء",مخطط/2732 لوحه 13/10 فى 7/ 3/ 1408, قطعة 545ب,تجاري,7/9/2019,8661607,1000000,0.05,50000
منطقة الجوف,طبرجل,"حي/بسيطاء",مخطط/2732 لوحه 19 فى/ 7/ 3/ 1408, قطعة 279,تجاري,7/8/2019,8653861,2000000,0.0475,95000
منطقة الجوف,طبرجل,"حي/بسيطاء",مخطط/2732 لوحه 20 فى/ 8/ 5/ 1410, قطعة 1288,تجاري,7/9/2019,8663517,1000000,0.05,50000
منطقة الجوف,طبرجل,"حي/بسيطاء",مخطط/2732 لوحه 20 فى/ 8/ 5/ 1410, قطعة 1289,تجاري,7/14/2019,8681702,1000000,0.05,50000
منطقة الجوف,طبرجل,حي/ميقوع,مخطط/2732 لوحه 7 فى 7/ 3/ 1408, قطعة 64,تجاري,7/9/2019,8604141,100000,0.3,30000
منطقة الرياض,الارطاوي,حي/عين الصوينع,مخطط/أخرى, قطعة بدون,سكني,7/29/2019,8751026,89943,1.0006,90000
منطقة الرياض,الافلاج,حي/السيح,مخطط/أخرى, قطعة بدون,سكني,7/22/2019,8713678,95194.5,0.5252,50000
منطقة الرياض,البديع الجنوبي,حي/أخرى,مخطط/أخرى, قطعة 10,سكني,7/14/2019,8677433,2000000,0.0455,91000
منطقة الرياض,البديع الجنوبي,حي/أخرى,مخطط/أخرى, قطعة بدون,سكني,7/1/2019,8619000,752500,0.1328,100000
منطقة الرياض,البديع الجنوبي,حي/أخرى,مخطط/أخرى, قطعة بدون,سكني,7/14/2019,8678104,8940,4.4742,40000
منطقة الرياض,البديع الجنوبي,حي/سويدان,مخطط/18, قطعة 9,سكني,7/1/2019,8623749,50220,0.7964,40000
منطقة الرياض,البديع الجنوبي,حي/سويدان,مخطط/18, قطعة 9,سكني,7/8/2019,8651742,50220,0.896,45000
منطقة الرياض,البديع الجنوبي,حي/سويدان,مخطط/أخرى, قطعة بدون,سكني,7/1/2019,8623983,50050,0.7992,40000
منطقة الرياض,البديع الجنوبي,حي/سويدان,مخطط/أخرى, قطعة بدون,سكني,7/8/2019,8655678,50050,0.7992,40000
منطقة الرياض,الخرج,حي/استراحات الريحان على طريق حرض,مخطط/أخرى, قطعة 375,سكني,7/10/2019,8666489,10000,42.1,421000
منطقة الرياض,الخرج,حي/البدع,مخطط/أخرى, قطعة بدون,سكني,7/18/2019,8707125,11241.25,28.9113,325000
منطقة الرياض,الخرج,حي/العفجة,مخطط/أخرى, قطعة 824,سكني,7/30/2019,8764070,5000,56,280000
منطقة الرياض,الخرج,حي/العفجه,مخطط/أخرى, قطعة 1218,سكني,7/22/2019,8717072,5000,137,685000
منطقة الرياض,الخرج,حي/العفجه,مخطط/أخرى, قطعة 2072,سكني,7/1/2019,8622379,5000,126,630000
منطقة الرياض,الخرج,حي/العفجه,مخطط/أخرى, قطعة 2072,سكني,7/3/2019,8633600,5000,140,700000
منطقة الرياض,الخرج,حي/العفجه,مخطط/أخرى, قطعة 227,سكني,7/24/2019,8737020,5000,60,300000
منطقة الرياض,الخرج,حي/العفجه,مخطط/أخرى, قطعة 894,سكني,7/15/2019,8685535,5000,60,300000
منطقة الرياض,الخرج,حي/العفجه,مخطط/أخرى, قطعة 894,سكني,7/28/2019,8748617,5000,90,450000
منطقة الرياض,الخرج,حي/النخيل,مخطط/1099, قطعة 210,سكني,7/30/2019,8763987,5000,41,205000
منطقة الرياض,الخرج,حي/الهياثم,مخطط/الرحمانية, قطعة 253,سكني,7/22/2019,8722298,5000,23,115000
منطقة الرياض,الخرج,حي/الهياثم,مخطط/الرحمانية, قطعة 660,سكني,7/10/2019,8669233,5000,20,100000
منطقة الرياض,الخرج,حي/اليمامة,مخطط/أخرى, قطعة 4,سكني,7/16/2019,8692377,4355,149.2537,650000
منطقة الرياض,الخرج,حي/اليمامة,مخطط/أخرى, قطعة 5,سكني,7/16/2019,8692317,4355,149.2537,650000
